"","V1","V2","V3","lat","lon"
"13527","Molina Healthcare","Engineer, Application Development","Herndon, VA",38.983887,-77.367457
"13528","Lohmann Specialty Coatings, LLC","Process Improvement Technician - Internship","Charlottesville, VA",38.087663,-78.556765
"13529","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"13530","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"13531","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"13532","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"13533","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"13534","Salient CRGT","Document Control Specialist 1/2 (Declassification/All Source...","Arlington, VA",37.283482,-77.294978
"13535","Brown and Caldwell","Intern I","Virginia Beach, VA  ",36.844004,-76.12036
"13536","Salient CRGT","Security Specialist 2 + Security Analyst Assistant","Virginia",NA,NA
"13537","Amec Foster Wheeler","Facility Operations and Maintenance Manager","Chantilly, VA",38.88668,-77.44566
"13538","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"13539","Harris Corporation","Intern/Co-op D","Herndon, VA",38.983887,-77.367457
"13540","SAIC","Geographic Information Systems (GIS) Analyst Intern Job","Chantilly, VA ",38.88668,-77.44566
"13541","Concilio Labs","Data Engineer","McLean, VA",38.935202,-77.18672
"13542","CSC","Big Data Technical Architect/Sales Engineer- 75% travel","Virginia",NA,NA
"13543","GS5","Biometrics Data Analyst_SW Systems Engineer_Intermediate","Charlottesville, VA",38.087663,-78.556765
"13544","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"13545","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"13546","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"13547","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"13548","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"13549","T3W Business Solutions, Inc.","ENGINEER-VIDEO OVER IP","Fairfax, VA",38.83469,-77.27622
"13550","SAIC","Systems Engineer Principal Job","McLean, VA",38.935202,-77.18672
"13551","SAIC","Airborne Electronic Warfare (EW) Engineer Job","Chantilly, VA ",38.88668,-77.44566
"13552","Hazen and Sawyer","Process Mechanical CAD Designer - VA","Fairfax, VA ",38.83469,-77.27622
"13553","Sotera Defense Solutions, Inc.","Test Engineer- Journeyman","Herndon, VA ",38.983887,-77.367457
"13554","Sotera Defense Solutions, Inc.","Test Engineer - Expert","Herndon, VA ",38.983887,-77.367457
"13555","Alion Science and Technology","F-35 Systems Engineer (Flight Sciences Test Support)","Crystal City, VA",36.856513,-78.91449
"13556","Dept of Transportation","Assistant Resident Engineer â?? Land Use (Lebanon Residency)","Russell, VA",37.082611,-81.997072
"13557","George Mason University","Term Instructor, Assistant, Associate Professor - Mechanical...","Fairfax County, VA",38.740054,-77.189796
"13558","CMAC","Project Manager - Concrete Construction","Reston, VA",38.96146,-77.3418
"13559","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"13560","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"13561","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"13562","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"13563","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"13564","Alion Science and Technology","F-35 Systems Engineer (Flight Sciences Test Support)","Crystal City, VA",36.856513,-78.91449
"13565","RCT-Systems","Systems Engineer","Fairfax County, VA",38.740054,-77.189796
"13566","Allan Myers","Project Manager","Glen Allen, VA",37.531296,-77.416103
"13567","Lockheed Martin","Systems Engineer Sr Stf","Herndon, VA ",38.983887,-77.367457
"13568","Apex Clean Energy","Senior Mechanical Engineer","Charlottesville, VA ",38.087663,-78.556765
"13569","Building & Industrial Systems","Sales Engineer","Ashburn, VA",39.085309,-77.645224
"13570","The Aerospace Corporation","SIGINT Systems Engineer","Chantilly, VA",38.88668,-77.44566
"13571","Cooper Staffing","International Process Engineer","Danville, VA",36.603501,-79.376228
"13572","Molina Healthcare","Engineer, Application Development","Herndon, VA",38.983887,-77.367457
"13573","Lohmann Specialty Coatings, LLC","Process Improvement Technician - Internship","Charlottesville, VA",38.087663,-78.556765
"13574","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"13575","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"13576","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"13577","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"13578","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"13579","Hyatt","Shift Engineer","Arlington, VA",37.283482,-77.294978
"13580","Alion Science and Technology","Systems Engineer Asc","Norfolk, VA ",36.895911,-76.208521
"13581","Arevo Group","Manufacturing Engineer","Salem, VA",36.789593,-76.124657
"13582","Barrister Global Services Network, Inc.","USPS-Engineer II, Public Trust or Secret Clearance|Tier II","Alexandria, VA",38.80484,-77.04692
"13583","DYSS","Presales Systems Engineer","Virginia Beach, VA",36.844004,-76.12036
"13584","National Aeronautics and Space Administration","NASA's Pathways Intern Employment Program (Mathematics and S...","Hampton, VA",37.072658,-76.38992
"13585","comScore","Systems Engineer","Reston, VA",38.96146,-77.3418
"13586","CSC","Big Data Technical Architect/Sales Engineer- 75% travel","Virginia",NA,NA
"13587","Northrop Grumman","Project Manager 1","Chantilly, VA",38.88668,-77.44566
"13588","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"13589","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"13590","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"13591","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"13592","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"13593","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"13594","TE Connectivity","Mechanical Design Engineer Position","Hampton, VA",37.072658,-76.38992
"13595","RGS","Project Coordinator/Issue Specialists","Reston, VA",38.96146,-77.3418
"13596","Lockheed Martin","Senior Test Engineer","Fort Belvoir, VA",38.714562,-77.167886
"13597","Zachary Piper, LLC","Information Assurance Engineer","Arlington, VA",37.283482,-77.294978
"13598","National Industries for the Blind","Specialist, Engineering Support","Alexandria, VA  ",38.80484,-77.04692
"13599","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"13600","Delta Airport Consultants, Inc.","Electrical Engineer","Richmond, VA ",37.586772,-77.574165
"13601","Busch LLC","Applications Engineer","Virginia Beach, VA  ",36.844004,-76.12036
"13602","HunterLab, Inc.","Electronics Engineer","Reston, VA",38.96146,-77.3418
"13603","NJVC, LLC","Microsoft Engineer Specialist","Dulles, VA",39.002125,-77.442066
"13604","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"13605","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"13606","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"13607","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"13608","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"13609","BAE Systems","Control Systems Intern","Radford, VA ",37.119732,-80.556541
"13610","Brown and Caldwell","Intern I","Virginia Beach, VA  ",36.844004,-76.12036
"13611","Northrop Grumman","College Intern Technical","Lorton, VA ",38.692865,-77.204031
"13612","Amec Foster Wheeler","Facility Operations and Maintenance Manager","Chantilly, VA",38.88668,-77.44566
"13613","A&A Fence","Project Assistant/Job Coordinator","Manassas, VA",38.744685,-77.487162
"13614","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"13615","Salient CRGT","Security Specialist 2 + Security Analyst Assistant","Virginia",NA,NA
"13616","BCMC","Principal Data Mining and Analytics Engineer (Top Secret Req...","Falls Church, VA",38.862044,-77.154372
"13617","Storage Strategies, Inc.","2016-002 Data Analytics Engineer I","Sterling, VA",39.085309,-77.645224
"13618","CSC","Big Data Technical Architect/Sales Engineer- 75% travel","Virginia",NA,NA
"13619","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"13620","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"13621","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"13622","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"13623","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"13624","BAE Systems","Systems Engineer","Dulles, VA",39.002125,-77.442066
"13625","Pyramid- Direct Client","Design Engineer III","Reston, VA ",38.96146,-77.3418
"13626","Northrop Grumman","Facility Energy Engineer","Fairfax, VA ",38.83469,-77.27622
"13627","Comcast","Principal Engineer, Engineering Ops","Virginia",NA,NA
"13628","City of Norfolk, VA","Chief Operating Engineer","Norfolk, VA",36.895911,-76.208521
"13629","ZQedge, Inc.","NOC Techician /Engineer","Reston, VA",38.96146,-77.3418
"13630","Amazon","HVAC Technician (Engineer II)","Sterling, VA",39.085309,-77.645224
"13631","Applied Defense Solutions, Inc.","Junior Aerospace Engineer","Chantilly, VA",38.88668,-77.44566
"13632","ASET Partners","Senior ESB Engineer","Alexandria, VA  ",38.80484,-77.04692
"13633","Northrop Grumman","Agile Process Engineer","Fairfax, VA ",38.83469,-77.27622
"13634","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"13635","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"13636","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"13637","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"13638","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"13639","Brown and Caldwell","Intern I","Virginia Beach, VA  ",36.844004,-76.12036
"13640","Northrop Grumman","College Intern Technical","Lorton, VA ",38.692865,-77.204031
"13641","Amec Foster Wheeler","Facility Operations and Maintenance Manager","Chantilly, VA",38.88668,-77.44566
"13642","A&A Fence","Project Assistant/Job Coordinator","Manassas, VA",38.744685,-77.487162
"13643","Salient CRGT","Security Specialist 2 + Security Analyst Assistant","Virginia",NA,NA
"13644","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"13645","BCMC","Principal Data Mining and Analytics Engineer (Top Secret Req...","Falls Church, VA",38.862044,-77.154372
"13646","Storage Strategies, Inc.","2016-002 Data Analytics Engineer I","Sterling, VA",39.085309,-77.645224
"13647","Concilio Labs","Data Engineer","McLean, VA",38.935202,-77.18672
"13648","CSC","Big Data Technical Architect/Sales Engineer- 75% travel","Virginia",NA,NA
"13649","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"13650","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"13651","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"13652","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"13653","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"13654","Brown and Caldwell","Intern I","Virginia Beach, VA  ",36.844004,-76.12036
"13655","Northrop Grumman","College Intern Technical","Lorton, VA ",38.692865,-77.204031
"13656","Amec Foster Wheeler","Facility Operations and Maintenance Manager","Chantilly, VA",38.88668,-77.44566
"13657","A&A Fence","Project Assistant/Job Coordinator","Manassas, VA",38.744685,-77.487162
"13658","Salient CRGT","Security Specialist 2 + Security Analyst Assistant","Virginia",NA,NA
"13659","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"13660","BCMC","Principal Data Mining and Analytics Engineer (Top Secret Req...","Falls Church, VA",38.862044,-77.154372
"13661","Storage Strategies, Inc.","2016-002 Data Analytics Engineer I","Sterling, VA",39.085309,-77.645224
"13662","Concilio Labs","Data Engineer","McLean, VA",38.935202,-77.18672
"13663","CSC","Big Data Technical Architect/Sales Engineer- 75% travel","Virginia",NA,NA
"13664","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"13665","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"13666","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"13667","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"13668","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"13669","Amec Foster Wheeler","Facility Operations and Maintenance Manager","Chantilly, VA",38.88668,-77.44566
"13670","A&A Fence","Project Assistant/Job Coordinator","Manassas, VA",38.744685,-77.487162
"13671","Salient CRGT","Security Specialist 2 + Security Analyst Assistant","Virginia",NA,NA
"13672","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"13673","SAIC","Geographic Information Systems (GIS) Analyst Intern Job","Chantilly, VA ",38.88668,-77.44566
"13674","Concilio Labs","Data Engineer","McLean, VA",38.935202,-77.18672
"13675","Storage Strategies, Inc.","2016-002 Data Analytics Engineer I","Sterling, VA",39.085309,-77.645224
"13676","BCMC","Principal Data Mining and Analytics Engineer (Top Secret Req...","Falls Church, VA",38.862044,-77.154372
"13677","GS5","Biometrics Data Analyst_SW Systems Engineer_Intermediate","Charlottesville, VA",38.087663,-78.556765
"13678","CSC","Big Data Technical Architect/Sales Engineer- 75% travel","Virginia",NA,NA
"13679","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"13680","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"13681","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"13682","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"13683","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"13684","Systems Planning and Analysis","Summer Internship/Engineering (SOSD/SPMG)","Alexandria, VA  ",38.80484,-77.04692
"13685","NikSoft","Project Manager","Lorton, VA",38.692865,-77.204031
"13686","Allan Myers","Project Manager","Glen Allen, VA",37.531296,-77.416103
"13687","RCT-Systems","Systems Engineer","Fairfax County, VA",38.740054,-77.189796
"13688","General Dynamics Mission Systems","Software Engineering Intern (PAID)","Fairfax, VA",38.83469,-77.27622
"13689","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"13690","Brilliance Publishing","Support Engineer","Herndon, VA",38.983887,-77.367457
"13691","EOIR Technologies","Electro-Optical Infrared Engineer","Fort Belvoir, VA",38.714562,-77.167886
"13692","ALTA IT Services LLC","Systems Engineer","Merrifield, VA ",38.873861,-77.234454
"13693","VERSAR","CIVIL ENGINEER MANAGER","Dulles, VA",39.002125,-77.442066
"13694","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"13695","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"13696","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"13697","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"13698","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"13699","BAE Systems","Control Systems Intern","Radford, VA ",37.119732,-80.556541
"13700","Brown and Caldwell","Intern I","Virginia Beach, VA  ",36.844004,-76.12036
"13701","Northrop Grumman","College Intern Technical","Lorton, VA ",38.692865,-77.204031
"13702","Amec Foster Wheeler","Facility Operations and Maintenance Manager","Chantilly, VA",38.88668,-77.44566
"13703","A&A Fence","Project Assistant/Job Coordinator","Manassas, VA",38.744685,-77.487162
"13704","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"13705","Salient CRGT","Security Specialist 2 + Security Analyst Assistant","Virginia",NA,NA
"13706","BCMC","Principal Data Mining and Analytics Engineer (Top Secret Req...","Falls Church, VA",38.862044,-77.154372
"13707","Storage Strategies, Inc.","2016-002 Data Analytics Engineer I","Sterling, VA",39.085309,-77.645224
"13708","CSC","Big Data Technical Architect/Sales Engineer- 75% travel","Virginia",NA,NA
"13709","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"13710","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"13711","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"13712","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"13713","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"13714","Raytheon","SOC, CSIOC, CIRT Junior Analyst","Herndon, VA ",38.983887,-77.367457
"13715","Navy Federal Credit Union","Branch Facility Property Manager II","Merrifield, VA ",38.873861,-77.234454
"13716","Luna Innovations Incorporated","Student - Biomaterials Intern","Charlottesville, VA ",38.087663,-78.556765
"13717","Salient CRGT","Security Specialist 2 + Security Analyst Assistant","Virginia",NA,NA
"13718","Harris Corporation","Intern/Co-op D","Herndon, VA",38.983887,-77.367457
"13719","Concilio Labs","Data Engineer","McLean, VA",38.935202,-77.18672
"13720","CSC","Big Data Technical Architect/Sales Engineer- 75% travel","Virginia",NA,NA
"13721","BCMC","Principal Data Mining and Analytics Engineer (Top Secret Req...","Falls Church, VA",38.862044,-77.154372
"13722","GS5","Biometrics Data Analyst_SW Systems Engineer_Intermediate","Charlottesville, VA",38.087663,-78.556765
"13723","Engility Corporation","Data Transport Systems Engineer","Reston, VA ",38.96146,-77.3418
"13724","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"13725","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"13726","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"13727","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"13728","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"13729","DECISIVE ANALYTICS Corporation","Senior Manufacturing Engineer","Alexandria, VA",38.80484,-77.04692
"13730","HunterLab, Inc.","Electronics Engineer","Reston, VA",38.96146,-77.3418
"13731","Dell","Test Engineer Virginia\DC","Mechanicsville, VA",37.628179,-77.281955
"13732","Clarabridge","Systems Engineer","Reston, VA",38.96146,-77.3418
"13733","FS-ISAC, Inc.","Systems Engineer","Reston, VA",38.96146,-77.3418
"13734","Orbital ATK","Manufacturing Process Engineer Job","Radford, VA",37.119732,-80.556541
"13735","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"13736","ALEX-Alternative Experts LLC","Systems Engineer with Security Clearance","Dahlgren, VA",38.326218,-77.039825
"13737","Alltech International","Integration Engineer","Herndon, VA",38.983887,-77.367457
"13738","National Industries for the Blind","Specialist, Engineering Support","Alexandria, VA  ",38.80484,-77.04692
"13739","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"13740","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"13741","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"13742","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"13743","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"13744","BAE Systems","Control Systems Intern","Radford, VA ",37.119732,-80.556541
"13745","Brown and Caldwell","Intern I","Virginia Beach, VA  ",36.844004,-76.12036
"13746","Northrop Grumman","College Intern Technical","Lorton, VA ",38.692865,-77.204031
"13747","Amec Foster Wheeler","Facility Operations and Maintenance Manager","Chantilly, VA",38.88668,-77.44566
"13748","A&A Fence","Project Assistant/Job Coordinator","Manassas, VA",38.744685,-77.487162
"13749","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"13750","Salient CRGT","Security Specialist 2 + Security Analyst Assistant","Virginia",NA,NA
"13751","BCMC","Principal Data Mining and Analytics Engineer (Top Secret Req...","Falls Church, VA",38.862044,-77.154372
"13752","Storage Strategies, Inc.","2016-002 Data Analytics Engineer I","Sterling, VA",39.085309,-77.645224
"13753","CSC","Big Data Technical Architect/Sales Engineer- 75% travel","Virginia",NA,NA
"13754","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"13755","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"13756","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"13757","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"13758","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"13759","Luna Innovations Incorporated","Student - Biomaterials Intern","Charlottesville, VA ",38.087663,-78.556765
"13760","Salient CRGT","Document Control Specialist 1/2 (Declassification/All Source...","Arlington, VA",37.283482,-77.294978
"13761","Brown and Caldwell","Intern I","Virginia Beach, VA  ",36.844004,-76.12036
"13762","Salient CRGT","Security Specialist 2 + Security Analyst Assistant","Virginia",NA,NA
"13763","Amec Foster Wheeler","Facility Operations and Maintenance Manager","Chantilly, VA",38.88668,-77.44566
"13764","Harris Corporation","Intern/Co-op D","Herndon, VA",38.983887,-77.367457
"13765","SAIC","Geographic Information Systems (GIS) Analyst Intern Job","Chantilly, VA ",38.88668,-77.44566
"13766","Concilio Labs","Data Engineer","McLean, VA",38.935202,-77.18672
"13767","CSC","Big Data Technical Architect/Sales Engineer- 75% travel","Virginia",NA,NA
"13768","GS5","Biometrics Data Analyst_SW Systems Engineer_Intermediate","Charlottesville, VA",38.087663,-78.556765
"13769","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"13770","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"13771","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"13772","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"13773","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"13774","Hyatt","Shift Engineer","Arlington, VA",37.283482,-77.294978
"13775","Alion Science and Technology","Systems Engineer Asc","Norfolk, VA ",36.895911,-76.208521
"13776","Arevo Group","Manufacturing Engineer","Salem, VA",36.789593,-76.124657
"13777","Barrister Global Services Network, Inc.","USPS-Engineer II, Public Trust or Secret Clearance|Tier II","Alexandria, VA",38.80484,-77.04692
"13778","DYSS","Presales Systems Engineer","Virginia Beach, VA",36.844004,-76.12036
"13779","National Aeronautics and Space Administration","NASA's Pathways Intern Employment Program (Mathematics and S...","Hampton, VA",37.072658,-76.38992
"13780","comScore","Systems Engineer","Reston, VA",38.96146,-77.3418
"13781","CSC","Big Data Technical Architect/Sales Engineer- 75% travel","Virginia",NA,NA
"13782","Northrop Grumman","Project Manager 1","Chantilly, VA",38.88668,-77.44566
"13783","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"13784","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"13785","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"13786","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"13787","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"13788","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"13789","Valytics LLC","Software Testers and Test Engineers - Intermediate Level - U...","McLean, VA",38.935202,-77.18672
"13790","LGS Innovations","Junior Systems Engineer","Dulles, VA",39.002125,-77.442066
"13791","Itek Construction Inc.","Assistant Project Manager/Bid Coordinator","Herndon, VA ",38.983887,-77.367457
"13792","Apogee Integration, LLC","Enterprise Product Quality Engineer","Chantilly, VA",38.88668,-77.44566
"13793","Millennium Corporation","Test Engineer","Alexandria, VA  ",38.80484,-77.04692
"13794","ENSCO, Inc.","Industrial Control Systems Reverse Engineer","Springfield, VA ",38.704562,-78.446119
"13795","Prism, Inc","Wintel Engineer (part time/remote support)","Arlington, VA",37.283482,-77.294978
"13796","Lumos Networks","NOC Engineer II","Richmond, VA",37.626617,-77.492834
"13797","Six3 Systems","Systems Engineer, Mid","Virginia",NA,NA
"13798","Perrigo","Quality Assurance Engineer","Charlottesville, VA",38.087663,-78.556765
"13799","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"13800","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"13801","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"13802","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"13803","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"13804","Systems Planning and Analysis","Summer Internship/Engineering (SOSD/SPMG)","Alexandria, VA  ",38.80484,-77.04692
"13805","NikSoft","Project Manager","Lorton, VA",38.692865,-77.204031
"13806","Allan Myers","Project Manager","Glen Allen, VA",37.531296,-77.416103
"13807","RCT-Systems","Systems Engineer","Fairfax County, VA",38.740054,-77.189796
"13808","General Dynamics Mission Systems","Software Engineering Intern (PAID)","Fairfax, VA",38.83469,-77.27622
"13809","College of William and Mary","Associate Director, Operations & Maintenance","Williamsburg, VA",37.310451,-76.746769
"13810","Brilliance Publishing","Support Engineer","Herndon, VA",38.983887,-77.367457
"13811","EOIR Technologies","Electro-Optical Infrared Engineer","Fort Belvoir, VA",38.714562,-77.167886
"13812","ALTA IT Services LLC","Systems Engineer","Merrifield, VA ",38.873861,-77.234454
"13813","VERSAR","CIVIL ENGINEER MANAGER","Dulles, VA",39.002125,-77.442066
"13814","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"13815","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"13816","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"13817","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
"13818","Noblis","Project Engineer - Acquisition","Chantilly, VA",38.88668,-77.44566
"13819","Raytheon","SOC, CSIOC, CIRT Junior Analyst","Herndon, VA ",38.983887,-77.367457
"13820","Navy Federal Credit Union","Branch Facility Property Manager II","Merrifield, VA ",38.873861,-77.234454
"13821","Luna Innovations Incorporated","Student - Biomaterials Intern","Charlottesville, VA ",38.087663,-78.556765
"13822","Salient CRGT","Security Specialist 2 + Security Analyst Assistant","Virginia",NA,NA
"13823","Harris Corporation","Intern/Co-op D","Herndon, VA",38.983887,-77.367457
"13824","Concilio Labs","Data Engineer","McLean, VA",38.935202,-77.18672
"13825","CSC","Big Data Technical Architect/Sales Engineer- 75% travel","Virginia",NA,NA
"13826","BCMC","Principal Data Mining and Analytics Engineer (Top Secret Req...","Falls Church, VA",38.862044,-77.154372
"13827","GS5","Biometrics Data Analyst_SW Systems Engineer_Intermediate","Charlottesville, VA",38.087663,-78.556765
"13828","Engility Corporation","Data Transport Systems Engineer","Reston, VA ",38.96146,-77.3418
"13829","U.S. Navy","Naval Reactors Engineer","United States",NA,NA
"13830","Dewberry","Mechanical Engineer","Fairfax, VA",38.83469,-77.27622
"13831","BOEING","Systems Engineer Level 1 or 2","Fairfax, VA",38.83469,-77.27622
"13832","Sumitomo Machinery Corporation of America / Hansen","Production Engineer II","Chesapeake, VA",36.749991,-76.218759
