"","V1","V2","V3","lat","lon"
"322","ACET","Business Analyst, Entry","Fort Lee, VA",37.23503,-77.33279
"323","IQLOGG INC","Immediate job opening - Data Warehouse/ Informatica Tester","Vienna, VA",38.897361,-77.253749
"324","American Red Cross","Intern, Training Analyst","Fairfax, VA",38.83469,-77.27622
"325","TechINT Solutions Group","Research Analyst, Part-time","Fredericksburg, VA ",38.295135,-77.483689
"326","Department of Veterans Affairs","Administrative Officer","Richmond, VA",37.626617,-77.492834
"327","NAVEOS","Healthcare Data Analyst","Sterling, VA ",39.085309,-77.645224
"328","Salient CRGT","Data Warehouse Analyst/Tester","Fairfax, VA",38.83469,-77.27622
"329","CGI","Data Scientist/ Analyst / Statistician","Fairfax, VA",38.83469,-77.27622
"330","PenFed Credit Union","Research Analyst I","Alexandria, VA",38.80484,-77.04692
"331","Salient CRGT","Data Warehouse Analyst/Tester","Fairfax, VA",38.83469,-77.27622
"332","CGI","Data Scientist/ Analyst / Statistician","Fairfax, VA",38.83469,-77.27622
"333","AHC Inc. of Arlington, VA","Digital Data Specialist","Arlington, VA",37.283482,-77.294978
"334","T-Solutions, Inc.","Data Management Specialist","Wallops Island, VA",37.918556,-75.490518
"335","Norfolk Southern Corp","Management Trainee","Norfolk, VA",36.895911,-76.208521
"336","University of Virginia","Senior Programmer Analyst","Charlottesville, VA",38.087663,-78.556765
"337","Dell","Software Development Analyst","Richmond, VA",37.626617,-77.492834
"338","CompuGain","REMOTE Business Systems Analyst","Reston, VA ",38.96146,-77.3418
"339","SOFTPATH SYSTEM LLC","Business Data Analyst","Ashburn, VA",39.085309,-77.645224
"340","Able Force","Data Entry Specialist - Temporary","Alexandria, VA",38.80484,-77.04692
"341","Fairfax County Government","Administrative Assistant IV","Fairfax, VA",38.83469,-77.27622
"342","KGS","IT Portfolio Analyst/MS Project SME","Virginia",NA,NA
"343","Winchester Medical Center","Clinical Data Analyst","Winchester, VA",39.169668,-78.16856
"344","Lidl","Purchasing Analyst","Arlington, VA",37.283482,-77.294978
"345","PenFed Credit Union","Research Analyst I","Alexandria, VA",38.80484,-77.04692
"346","Lidl","Purchasing Analyst","Arlington, VA",37.283482,-77.294978
"347","Salient CRGT","Data Warehouse Analyst/Tester","Fairfax, VA",38.83469,-77.27622
"348","Lifenet Health","Operations Analyst","Virginia Beach, VA ",36.844004,-76.12036
"349","Washington Gas","Supervisor, Data Quality & Analysis","Springfield, VA",38.704562,-78.446119
"350","Technomics","Program Analyst","Arlington, VA",37.283482,-77.294978
"351","IQLOGG INC","Screening for Entry level Business Analyst","Ashburn, VA",39.085309,-77.645224
"352","Capital Caring","Data Analyst","Falls Church, VA ",38.862044,-77.154372
"353","Nationwide Credit Corporation","Quality Assurance Data Analyst","Alexandria, VA ",38.80484,-77.04692
"354","Fairfax County Government","Administrative Assistant IV","Fairfax, VA",38.83469,-77.27622
"355","ASTA CRS INC.","Jr. Business Analyst","Herndon, VA",38.983887,-77.367457
"356","Engility","Data Management Specialist","Vienna, VA",38.897361,-77.253749
"357","Sentara Healthcare","INFORMATION ANALYTICS SPEC","Virginia Beach, VA",36.844004,-76.12036
"358","CGI","Data Scientist/ Analyst / Statistician","Fairfax, VA",38.83469,-77.27622
"359","AHC Inc. of Arlington, VA","Digital Data Specialist","Arlington, VA",37.283482,-77.294978
"360","PenFed Credit Union","Research Analyst I","Alexandria, VA",38.80484,-77.04692
"361","CGI","Data Scientist/ Analyst / Statistician","Fairfax, VA",38.83469,-77.27622
"362","AT&T","Data Analyst II","Oakton, VA",38.892796,-77.329906
"363","Alere","Operations Data Analyst","Richmond, VA",37.626617,-77.492834
"364","Jacobs","Program Analyst","Arlington, VA",37.283482,-77.294978
"365","CACI International Inc","FOREIGN LANGUAGE ANALYST - Uyghur (Uighur) Job","Virginia",NA,NA
"366","Cognizant","Business Analyst","Norfolk, VA",36.895911,-76.208521
"367","Child Care Resources, Inc.","Federal Nutrition Program's Claims Analyst","Richmond, VA",37.626617,-77.492834
"368","ECS Federal LLC","Business Analyst","Arlington, VA",37.283482,-77.294978
"369","QSack and Associates","Program Administrative Analyst","Manassas, VA ",38.744685,-77.487162
"370","University of Virginia","Research and Policy Analyst","Charlottesville, VA",38.087663,-78.556765
"371","Dept of Social Services","Protective Services Hotline Specialist - #P0047","Richmond, VA",37.626617,-77.492834
"372","BAE Systems","Data Entry Clerk / Logistics Specialist","Quantico, VA",38.52602,-77.322803
"373","Salient CRGT","Data Warehouse Analyst/Tester","Fairfax, VA",38.83469,-77.27622
"374","AHC Inc. of Arlington, VA","Digital Data Specialist","Arlington, VA",37.283482,-77.294978
"375","Lidl","Purchasing Analyst","Arlington, VA",37.283482,-77.294978
"376","AHC Inc. of Arlington, VA","Digital Data Specialist","Arlington, VA",37.283482,-77.294978
"377","Salient CRGT","Data Warehouse Analyst/Tester","Fairfax, VA",38.83469,-77.27622
"378","CGI","Data Scientist/ Analyst / Statistician","Fairfax, VA",38.83469,-77.27622
"379","Mary Washington Healthcare","Health Information Technician","Fredericksburg, VA",38.313488,-77.403848
"380","Booz Allen Hamilton","Research Assistant Intern, Junior","McLean, VA",38.935202,-77.18672
"381","RadiantBlue Technologies, Inc.","Intelligence Analyst","Virginia",NA,NA
"382","Dominion Dental Services, Inc.","Database/Reporting Manager","Alexandria, VA",38.80484,-77.04692
"383","PenFed Credit Union","Threat Intel Analyst I","Chantilly, VA",38.88668,-77.44566
"384","Hanover Research","Research Analyst, Survey Design and Analysis","Arlington, VA  ",37.283482,-77.294978
"385","Sheltering Arms Physical Rehabilitation","IT Revenue Cycle Analyst","Virginia",NA,NA
"386","Rosetta Stone","Data Analyst","Harrisonburg, VA",38.422777,-78.877137
"387","Dell","Software Development Analyst","Richmond, VA",37.626617,-77.492834
"388","CSRA","Associate Analyst","Arlington, VA",37.283482,-77.294978
"389","Lidl","Purchasing Analyst","Arlington, VA",37.283482,-77.294978
"390","PenFed Credit Union","Research Analyst I","Alexandria, VA",38.80484,-77.04692
"391","Salient CRGT","Data Warehouse Analyst/Tester","Fairfax, VA",38.83469,-77.27622
"392","CGI","Data Scientist/ Analyst / Statistician","Fairfax, VA",38.83469,-77.27622
"393","AT&T","Data Analyst II","Oakton, VA",38.892796,-77.329906
"394","Nationwide IT Services, Inc.","Database Analyst","Alexandria, VA",38.80484,-77.04692
"395","Sotera Defense Solutions, Inc.","Watch List Intelligence Analyst - Junior","Reston, VA",38.96146,-77.3418
"396","Sotera Defense Solutions, Inc.","Intelligence Analyst","Virginia",NA,NA
"397","Technomics","Program Analyst","Arlington, VA",37.283482,-77.294978
"398","SAIC","Data Sciences Analyst Intern Job","McLean, VA",38.935202,-77.18672
"399","Fugro Roadware","Survey Vehicle Operator","Virginia",NA,NA
"400","Loginsoft Consulting LLC","Business Data Analyst","Ashburn, VA",39.085309,-77.645224
"401","Booz Allen Hamilton","Video / Voice / Data Business Lead","Herndon, VA",38.983887,-77.367457
"402","Echelon Insights","Data Fellowship (Spring 2016)","Alexandria, VA",38.80484,-77.04692
"403","Harris Corporation","Clinical Data Manager 2","Alexandria, VA  ",38.80484,-77.04692
"404","AHC Inc. of Arlington, VA","Digital Data Specialist","Arlington, VA",37.283482,-77.294978
"405","Lidl","Purchasing Analyst","Arlington, VA",37.283482,-77.294978
"406","AHC Inc. of Arlington, VA","Digital Data Specialist","Arlington, VA",37.283482,-77.294978
"407","Salient CRGT","Data Warehouse Analyst/Tester","Fairfax, VA",38.83469,-77.27622
"408","CGI","Data Scientist/ Analyst / Statistician","Fairfax, VA",38.83469,-77.27622
"409","Cubic Corporation","Analyst Program I, CBRNE","Kingstowne, VA",37.210487,-79.200727
"410","Altamira Technologies Corporation","CNO Exploitation Analyst","Herndon, VA",38.983887,-77.367457
"411","United Network for Organ Sharing (UNOS)","Organ Placement Specialist – Trainee","Richmond, VA",37.626617,-77.492834
"412","Celerion","Market Research Analyst (Temporary)","Richmond, VA  ",37.626617,-77.492834
"413","National Head Start Association","Government Affairs Associate","Alexandria, VA  ",38.80484,-77.04692
"414","Leonie","NSS Modeler, Entry Level","Arlington, VA",37.283482,-77.294978
"415","Leonie","EADSIM Modeler, Entry-level","Arlington, VA",37.283482,-77.294978
"416","Prince William County Government","Library Assistant - Part-Time","Gainesville, VA",38.815714,-77.621613
"417","Xerox","Healthcare Business Analyst","Richmond, VA  ",37.626617,-77.492834
"418","ANSER","Compensation and Benefits Analyst","Virginia",NA,NA
"419","Lidl","Purchasing Analyst","Arlington, VA",37.283482,-77.294978
"420","PenFed Credit Union","Research Analyst I","Alexandria, VA",38.80484,-77.04692
"421","Lidl","Purchasing Analyst","Arlington, VA",37.283482,-77.294978
"422","CGI","Data Scientist/ Analyst / Statistician","Fairfax, VA",38.83469,-77.27622
"423","Systems Planning and Analysis","Associate Scientific/Data Analyst (SEAD/SSAG)","Alexandria, VA  ",38.80484,-77.04692
"424","satish@indiquesolutions.com","Required: Tech Ops Analyst","Reston, VA",38.96146,-77.3418
"425","Information Innovators Inc.","Analyst","Falls Church, VA",38.862044,-77.154372
"426","VIcom - Virginia Integrated Communication","Account Executive - Security, Voice, and Data","Richmond, VA",37.626617,-77.492834
"427","SERCO INC.","Operations Research Analyst (Pentagon, Arlington VA)","Arlington, VA",37.283482,-77.294978
"428","Navy Exchange Service Command","BUSINESS ANALYST","Virginia Beach, VA",36.844004,-76.12036
"429","Tri Star Engineering, Inc","Program Analyst 2,3,4","Virginia",NA,NA
"430","A-TEK","Business Analyst","Tysons, VA",37.54812,-77.44675
"431","Navy Federal Credit Union","Supervisor, Business Analytics","Merrifield, VA ",38.873861,-77.234454
"432","Department of the Navy","Management Analyst","Naval Base, VA",37.080292,-77.217587
"433","AHC Inc. of Arlington, VA","Digital Data Specialist","Arlington, VA",37.283482,-77.294978
"434","Salient CRGT","Data Warehouse Analyst/Tester","Fairfax, VA",38.83469,-77.27622
"435","PenFed Credit Union","Research Analyst I","Alexandria, VA",38.80484,-77.04692
"436","CGI","Data Scientist/ Analyst / Statistician","Fairfax, VA",38.83469,-77.27622
"437","AT&T","Data Analyst II","Oakton, VA",38.892796,-77.329906
"438","The Lukens Company","Production Assistant","Arlington, VA  ",37.283482,-77.294978
"439","College of William and Mary","Human Resources Specialist (Benefits)","Williamsburg, VA",37.310451,-76.746769
"440","S2 Analytical Solutions","Cost Estimator/Analyst","Lorton, VA ",38.692865,-77.204031
"441","Sapient Government Services","Data Modeler","Arlington, VA",37.283482,-77.294978
"442","Telos Corporation","Summer Intern","Ashburn, VA ",39.085309,-77.645224
"443","TransVoyant","Business Development Intern","Alexandria, VA ",38.80484,-77.04692
"444","SunTrust","Operations Analyst (Richmond, VA)","Richmond, VA",37.626617,-77.492834
"445","Avacend, Inc.","NonIT-Systems Analyst","Ashburn, VA",39.085309,-77.645224
"446","Suntiva","Statistician","Falls Church, VA",38.862044,-77.154372
"447","The Advisory Board Company","Business Operations Analyst","Richmond, VA",37.626617,-77.492834
"448","AHC Inc. of Arlington, VA","Digital Data Specialist","Arlington, VA",37.283482,-77.294978
"449","Salient CRGT","Data Warehouse Analyst/Tester","Fairfax, VA",38.83469,-77.27622
"450","Lidl","Purchasing Analyst","Arlington, VA",37.283482,-77.294978
"451","AHC Inc. of Arlington, VA","Digital Data Specialist","Arlington, VA",37.283482,-77.294978
"452","AT&T","Data Analyst II","Oakton, VA",38.892796,-77.329906
"453","VASTEC","Data Entry Specialist - Temporary","Alexandria, VA",38.80484,-77.04692
"454","Bennett Aerospace Inc.","Business Analyst","Arlington, VA",37.283482,-77.294978
"455","Salient CRGT","Intelligence Analyst 2 (Watch Officer)","Virginia",NA,NA
"456","Seneca Resources","Data Analyst","Great Falls, VA",39.001609,-77.306416
"457","ICF International, Inc","Business Analyst","Arlington, VA",37.283482,-77.294978
"458","IQLOGG INC","Business Analyst","Tysons Corner, VA",38.918722,-77.231093
"459","Global Wireless Solutions, Inc.","Data Administrator","Dulles, VA",39.002125,-77.442066
"460","Booz Allen Hamilton","Research Assistant, Junior","Herndon, VA",38.983887,-77.367457
"461","KPMG","Data Analytics Business Consultant","McLean, VA ",38.935202,-77.18672
"462","Virginia Tech","Database Analyst","Blacksburg, VA",37.22957,-80.41394
"463","Salient CRGT","Data Warehouse Analyst/Tester","Fairfax, VA",38.83469,-77.27622
"464","CGI","Data Scientist/ Analyst / Statistician","Fairfax, VA",38.83469,-77.27622
"465","Lidl","Purchasing Analyst","Arlington, VA",37.283482,-77.294978
"466","AHC Inc. of Arlington, VA","Digital Data Specialist","Arlington, VA",37.283482,-77.294978
"467","Salient CRGT","Data Warehouse Analyst/Tester","Fairfax, VA",38.83469,-77.27622
"468","Dept of Behavioral Health & Developmental Sv","Homeless Services Project Evaluator","Richmond, VA",37.626617,-77.492834
"469","American Physical Therapy Association","Data Entry/Fulfillment Coordinator","Alexandria, VA  ",38.80484,-77.04692
"470","Technology Automation & Management (TeAM), Inc.","Business Data Analyst - DHMS","Arlington, VA",37.283482,-77.294978
"471","Insilico Logix","Entry Level Business Analyst","Herndon, VA ",38.983887,-77.367457
"472","Momentum Aviation Group","Proposal Analyst","Virginia",NA,NA
"473","The Tauri Group","Program Analyst","Alexandria, VA",38.80484,-77.04692
"474","Hanover Research","Research Analyst, Survey Design and Analysis","Arlington, VA  ",37.283482,-77.294978
"475","CACI International Inc","DATA OPERATIONS ANALYST 1 Job","Portsmouth, VA",36.835426,-76.298274
"476","Raytheon","Business Research Analyst","McLean, VA",38.935202,-77.18672
"477","Old Dominion University","CRM Analyst","Norfolk, VA",36.895911,-76.208521
"478","CGI","Data Scientist/ Analyst / Statistician","Fairfax, VA",38.83469,-77.27622
"479","AT&T","Data Analyst II","Oakton, VA",38.892796,-77.329906
"480","Lidl","Purchasing Analyst","Arlington, VA",37.283482,-77.294978
"481","Lidl","Purchasing Analyst","Arlington, VA",37.283482,-77.294978
"482","Salient CRGT","Data Warehouse Analyst/Tester","Fairfax, VA",38.83469,-77.27622
"483","CGI","Data Scientist/ Analyst / Statistician","Fairfax, VA",38.83469,-77.27622
"484","VA Commonwealth Univ","Telecommunications Analyst","Richmond, VA",37.626617,-77.492834
"485","KPMG","Data Analytics Business Consultant","McLean, VA ",38.935202,-77.18672
"486","Dept of Social Services","Protective Services Hotline Specialist - #P0047","Richmond, VA",37.626617,-77.492834
"487","B3H Corporation","Tactical Data Link Analyst","Langley AFB, VA",38.900852,-77.195909
"488","Superlative Technologies, Inc.","Technical Analyst","Ashburn, VA",39.085309,-77.645224
"489","Time Warner Cable","Order Entry Coordinator Job","Herndon, VA",38.983887,-77.367457
"490","The Tauri Group","Program Analyst","Alexandria, VA",38.80484,-77.04692
"491","CGI","Business Analyst","Fairfax, VA",38.83469,-77.27622
"492","Nationwide Credit Corporation","Quality Assurance Data Analyst","Alexandria, VA ",38.80484,-77.04692
"493","Leonie","Junior Media Analyst Intern - CONUS","Arlington, VA",37.283482,-77.294978
"494","AHC Inc. of Arlington, VA","Digital Data Specialist","Arlington, VA",37.283482,-77.294978
"495","PenFed Credit Union","Research Analyst I","Alexandria, VA",38.80484,-77.04692
"496","AHC Inc. of Arlington, VA","Digital Data Specialist","Arlington, VA",37.283482,-77.294978
"497","Salient CRGT","Data Warehouse Analyst/Tester","Fairfax, VA",38.83469,-77.27622
"498","CGI","Data Scientist/ Analyst / Statistician","Fairfax, VA",38.83469,-77.27622
"499","Raytheon","SOC, CSOC, CIRT Analyst","Herndon, VA ",38.983887,-77.367457
"500","College of William and Mary","Research Analyst - AidData","Williamsburg, VA",37.310451,-76.746769
"501","ICF International, Inc","Content Coordinator","Fairfax, VA",38.83469,-77.27622
"502","The Vision Council","Research Analyst","Alexandria, VA",38.80484,-77.04692
"503","Deltek, Inc.","Associate Research Analyst","Herndon, VA",38.983887,-77.367457
"504","University of Virginia","Laboratory Specialist 2","Charlottesville, VA",38.087663,-78.556765
"505","Aol","Billing/Reporting Analyst","Dulles, VA",39.002125,-77.442066
"506","Bon Secours Health System","INVENTORY CONTROL ANALYST","Richmond, VA  ",37.626617,-77.492834
"507","S2 Analytical Solutions","Cost Estimator/Analyst","Lorton, VA ",38.692865,-77.204031
"508","Salient CRGT","Junior Intelligence Analyst","Crystal City, VA",36.856513,-78.91449
"509","Lidl","Purchasing Analyst","Arlington, VA",37.283482,-77.294978
"510","PenFed Credit Union","Research Analyst I","Alexandria, VA",38.80484,-77.04692
